,id,url,kind,title,date,origin,,content
0,32090266,http://jhsjk.people.cn/article/32090266,考察,解放思想深化改革凝心聚力担当实干 建设新时代中国特色社会主义壮美广西,44314,人民网－人民日报,,"
 习近平在广西考察时强调 
解放思想深化改革凝心聚力担当实干 建设新时代中国特色社会主义壮美广西

来源：人民网－人民日报        ??发布时间：2021-04-28










4月25日至27日，中共中央总书记、国家主席、中央军委主席习近平在广西考察。这是27日上午，习近平在南宁市广西民族博物馆外，同参加三月三“歌圩节”民族文化活动的各族群众亲切交流。
　　新华社记者 谢环驰摄













4月25日至27日，中共中央总书记、国家主席、中央军委主席习近平在广西考察。这是26日下午，习近平在广西柳工集团有限公司察看产品展示。
　　新华社记者 鞠 鹏摄





■要坚决贯彻党中央决策部署，完整、准确、全面贯彻新发展理念，坚持稳中求进工作总基调，解放思想、深化改革、凝心聚力、担当实干，统筹疫情防控和经济社会发展，统筹发展和安全，在推动边疆民族地区高质量发展上闯出新路子，在服务和融入新发展格局上展现新作为，在推动绿色发展上迈出新步伐，在巩固发展民族团结、社会稳定、边疆安宁上彰显新担当，建设新时代中国特色社会主义壮美广西

■革命理想高于天，理想信念之火一经点燃就会产生巨大的精神力量。红军将士视死如归、向死而生、一往无前、敢于压倒一切困难而不被任何困难所压倒的崇高精神，永远值得我们铭记和发扬。在实现第二个百年奋斗目标的新长征路上，我们要抱定必胜信念，勇于战胜来自国内外的各种重大风险挑战，朝着实现中华民族伟大复兴的目标奋勇前进

■让人民生活幸福是“国之大者”。全面推进乡村振兴的深度、广度、难度都不亚于脱贫攻坚，决不能有任何喘口气、歇歇脚的想法，要在新起点上接续奋斗，推动全体人民共同富裕取得更为明显的实质性进展

■推动经济高质量发展，既要深刻认识贯彻新发展理念、构建新发展格局对推动地方高质量发展的原则要求，又要准确把握本地区在服务和融入新发展格局中的比较优势，走出一条符合本地实际的高质量发展之路

■要弘扬伟大脱贫攻坚精神，加快推进乡村振兴，健全农村低收入人口常态化帮扶机制，继续支持脱贫地区特色产业发展，强化易地搬迁后续扶持

■要提高人民生活品质，落实就业优先战略和积极就业政策，做好高校毕业生、退役军人、农民工和城镇困难人员等重点群体就业工作

■要搞好民族团结进步宣传教育，引导各族群众牢固树立正确的国家观、历史观、民族观、文化观、宗教观，增进各族群众对伟大祖国、中华民族、中华文化、中国共产党、中国特色社会主义的认同，促进各民族像石榴籽一样紧紧抱在一起

■学史增信，就是要增强信仰、信念、信心，这是我们战胜一切强敌、克服一切困难、夺取一切胜利的强大精神力量。要增强对马克思主义、共产主义的信仰，教育引导广大党员、干部从党百年奋斗中感悟信仰的力量，始终保持顽强意志，勇敢战胜各种重大困难和严峻挑战。要增强对中国特色社会主义的信念，教育引导广大党员、干部深刻认识到，中国特色社会主义是历史发展的必然结果，是发展中国的必由之路，是经过实践检验的科学真理，始终坚定道路自信、理论自信、制度自信、文化自信。要增强对实现中华民族伟大复兴的信心，教育引导广大党员、干部牢记初心使命、增强必胜信心，坚信我们党一定能够团结带领人民在中国特色社会主义道路上实现中华民族伟大复兴，努力创造属于我们这一代人、无愧新时代的历史功绩

本报南宁4月27日电?中共中央总书记、国家主席、中央军委主席习近平近日在广西考察时强调，要坚决贯彻党中央决策部署，完整、准确、全面贯彻新发展理念，坚持稳中求进工作总基调，解放思想、深化改革、凝心聚力、担当实干，统筹疫情防控和经济社会发展，统筹发展和安全，在推动边疆民族地区高质量发展上闯出新路子，在服务和融入新发展格局上展现新作为，在推动绿色发展上迈出新步伐，在巩固发展民族团结、社会稳定、边疆安宁上彰显新担当，建设新时代中国特色社会主义壮美广西。

4月25日至27日，习近平在广西壮族自治区党委书记鹿心社和自治区政府主席蓝天立陪同下，先后来到桂林、柳州、南宁等地，深入革命纪念馆、农村、企业、民族博物馆等，就贯彻党的十九届五中全会精神、开展党史学习教育、推动“十四五”开好局起好步等进行调研。

25日上午，习近平来到位于桂林市全州县才湾镇的红军长征湘江战役纪念园，向湘江战役红军烈士敬献花篮并三鞠躬，瞻仰“红军魂”雕塑，参观纪念馆。1934年底，为确保中共中央和中央红军主力渡过湘江，粉碎敌人围歼红军于湘江以东的企图，几万名红军将士血染湘江两岸，这一战成为事关中国革命生死存亡的重要历史事件。习近平表示，我到广西考察的第一站就来到这里，目的是在全党开展党史学习教育之际，缅怀革命先烈，赓续共产党人精神血脉，坚定理想信念，砥砺革命意志。革命理想高于天，理想信念之火一经点燃就会产生巨大的精神力量。红军将士视死如归、向死而生、一往无前、敢于压倒一切困难而不被任何困难所压倒的崇高精神，永远值得我们铭记和发扬。在实现第二个百年奋斗目标的新长征路上，我们要抱定必胜信念，勇于战胜来自国内外的各种重大风险挑战，朝着实现中华民族伟大复兴的目标奋勇前进。

随后，习近平来到才湾镇毛竹山村。该村近年来积极发展葡萄种植业，有力促进了农民增收。习近平走进葡萄种植园，察看葡萄长势。农技人员正在指导村民为葡萄绑蔓、定梢，看到总书记来了，乡亲们纷纷围拢过来。习近平详细询问葡萄产量、品质、销路、价格等情况。他强调，全面推进乡村振兴，要立足特色资源，坚持科技兴农，因地制宜发展乡村旅游、休闲农业等新产业新业态，贯通产加销，融合农文旅，推动乡村产业发展壮大，让农民更多分享产业增值收益。

习近平步行察看村容村貌，并到村民王德利家中看望，同一家人围坐在一起聊家常。王德利告诉总书记，他们家种了12亩葡萄，农闲时外出务工，去年家庭收入超过14万元。习近平听了十分高兴。他指出，经过全党全国各族人民共同努力，在迎来中国共产党成立一百周年的重要时刻，我国脱贫攻坚战取得全面胜利。好日子都是奋斗出来的。希望你们依靠勤劳智慧把日子过得更有甜头、更有奔头。要注重学习科学技术，用知识托起乡村振兴。离开村子时，乡亲们高声向总书记问好。习近平向大家挥手致意。他深情地说，让人民生活幸福是“国之大者”。全面推进乡村振兴的深度、广度、难度都不亚于脱贫攻坚，决不能有任何喘口气、歇歇脚的想法，要在新起点上接续奋斗，推动全体人民共同富裕取得更为明显的实质性进展。

近年来，桂林市大力推进漓江“治乱、治水、治山、治本”，改善了漓江生态环境。25日下午，习近平来到桂林市阳朔县漓江杨堤码头，听取漓江流域综合治理、生态保护等情况汇报，并乘船考察漓江阳朔段。他强调，要坚持山水林田湖草沙系统治理，坚持正确的生态观、发展观，敬畏自然、顺应自然、保护自然，上下同心、齐抓共管，把保持山水生态的原真性和完整性作为一项重要工作，深入推进生态修复和环境污染治理，杜绝滥采乱挖，推动流域生态环境持续改善、生态系统持续优化、整体功能持续提升。

26日，习近平来到桂林市象鼻山公园，远眺山水风貌，沿步道察看商业、邮政等服务设施。游客们高声欢呼：“总书记好！”习近平同大家亲切交流。他指出，桂林是一座山水甲天下的旅游名城。这是大自然赐予中华民族的一块宝地，一定要呵护好。要坚持以人民为中心，以文塑旅、以旅彰文，提升格调品位，努力创造宜业、宜居、宜乐、宜游的良好环境，打造世界级旅游城市。

当天下午，习近平来到柳州市考察调研。在广西柳工集团有限公司，习近平先后走进公司展厅、研发实验中心、挖掘机装配厂等，听取企业发展情况介绍，察看主要产品展示，同企业职工和技术研发人员亲切交谈。习近平强调，制造业高质量发展是我国经济高质量发展的重中之重，建设社会主义现代化强国、发展壮大实体经济，都离不开制造业，要在推动产业优化升级上继续下功夫。只有创新才能自强、才能争先，要坚定不移走自主创新道路，把创新发展主动权牢牢掌握在自己手中。要坚持党对国有企业的全面领导，坚持加强党的领导和完善公司治理相统一，在深化企业改革中搞好党的建设，充分发挥党组织在企业改革发展中的领导核心作用。

随后，习近平来到柳州螺蛳粉生产集聚区，详细了解螺蛳粉特色产业促进就业、带动农民增收等情况。习近平指出，发展特色产业是地方做实做强做优实体经济的一大实招，要结合自身条件和优势，推动高质量发展。要把住质量安全关，推进标准化、品牌化。要帮助民营企业解决实际困难，鼓励、支持、引导民营企业发展壮大。

广西是我国少数民族人口最多的自治区。27日上午，习近平来到位于南宁市邕江之畔的广西民族博物馆，参观壮族文化展。博物馆外，三月三“歌圩节”壮族对歌等民族文化活动正在这里集中展示。习近平强调，广西是全国民族团结进步示范区，要继续发挥好示范带动作用。各民族共同团结进步、共同繁荣发展是中华民族的生命所在、力量所在、希望所在，在全面建设社会主义现代化国家的新征程上，一个民族都不能少，各族人民要心手相牵、团结奋进，共创中华民族的美好未来，共享民族复兴的伟大荣光。

当天上午，习近平听取了广西壮族自治区党委和政府工作汇报，对广西各项工作取得的成绩给予肯定，希望广西各族干部群众奋力谱写全面建设社会主义现代化国家的广西篇章，以优异成绩庆祝建党一百周年。

习近平指出，推动经济高质量发展，既要深刻认识贯彻新发展理念、构建新发展格局对推动地方高质量发展的原则要求，又要准确把握本地区在服务和融入新发展格局中的比较优势，走出一条符合本地实际的高质量发展之路。要推动传统产业高端化、智能化、绿色化，推动全产业链优化升级，积极培育新兴产业，加快数字产业化和产业数字化。要继续深化改革，坚持“两个毫不动摇”，优化营商环境。要加大创新支持力度，优化创新生态环境，推动各类创新要素向企业集聚，激发创新活力，推动科技成果转化。要主动对接长江经济带发展、粤港澳大湾区建设等国家重大战略，融入共建“一带一路”，高水平共建西部陆海新通道，大力发展向海经济，促进中国—东盟开放合作，办好自由贸易试验区，把独特区位优势更好转化为开放发展优势。

习近平强调，要弘扬伟大脱贫攻坚精神，加快推进乡村振兴，健全农村低收入人口常态化帮扶机制，继续支持脱贫地区特色产业发展，强化易地搬迁后续扶持。要立足广西林果蔬畜糖等特色资源，打造一批特色农业产业集群。要严格实行粮食安全党政同责，压实各级党委和政府保护耕地的责任，稳步提高粮食综合生产能力。要继续打好污染防治攻坚战，把碳达峰、碳中和纳入经济社会发展和生态文明建设整体布局，建立健全绿色低碳循环发展的经济体系，推动经济社会发展全面绿色转型。

习近平指出，要提高人民生活品质，落实就业优先战略和积极就业政策，做好高校毕业生、退役军人、农民工和城镇困难人员等重点群体就业工作。要完善多渠道灵活就业的社会保障制度，维护好卡车司机、快递小哥、外卖配送员等的合法权益。要全面贯彻党的教育方针，落实立德树人根本任务，加强对线上线下校外培训机构的规范管理。要深化疾病预防控制体系改革，强化基层公共卫生体系，创新医防协同机制，提升基层预防、治疗、护理、康复服务水平，毫不放松抓好常态化疫情防控。要严密防范各种风险挑战，有效遏制重特大安全生产事故，常态化开展扫黑除恶斗争。

习近平强调，要搞好民族团结进步宣传教育，引导各族群众牢固树立正确的国家观、历史观、民族观、文化观、宗教观，增进各族群众对伟大祖国、中华民族、中华文化、中国共产党、中国特色社会主义的认同，促进各民族像石榴籽一样紧紧抱在一起。

习近平指出，广西红色资源丰富，在党史学习教育中要用好这些红色资源，做到学史增信。学史增信，就是要增强信仰、信念、信心，这是我们战胜一切强敌、克服一切困难、夺取一切胜利的强大精神力量。要增强对马克思主义、共产主义的信仰，教育引导广大党员、干部从党百年奋斗中感悟信仰的力量，始终保持顽强意志，勇敢战胜各种重大困难和严峻挑战。要增强对中国特色社会主义的信念，教育引导广大党员、干部深刻认识到，中国特色社会主义是历史发展的必然结果，是发展中国的必由之路，是经过实践检验的科学真理，始终坚定道路自信、理论自信、制度自信、文化自信。要增强对实现中华民族伟大复兴的信心，教育引导广大党员、干部牢记初心使命、增强必胜信心，坚信我们党一定能够团结带领人民在中国特色社会主义道路上实现中华民族伟大复兴，努力创造属于我们这一代人、无愧新时代的历史功绩。信仰、信念、信心是最好的防腐剂。要始终抓好党风廉政建设，使不敢腐、不能腐、不想腐一体化推进有更多的制度性成果和更大的治理成效。

丁薛祥、刘鹤、陈希、何立峰和中央有关部门负责同志陪同考察。

《 人民日报 》（ 2021年04月28日 01 版）


(责编：于子青                     )"
1,32089922,http://jhsjk.people.cn/article/32089922,考察,习近平：脱贫路上、新征程上一个也不能少，中国共产党说话算数,44313,新华社微博,,"

习近平：脱贫路上、新征程上一个也不能少，中国共产党说话算数

来源：新华社微博        ??发布时间：2021-04-27


27日上午，正在广西南宁考察的习近平总书记来到广西民族博物馆，了解壮族历史、文化习俗等情况。博物馆外，正在举办三月三“歌圩节”民族文化活动，习近平不时驻足观看，向大家挥手致意，为大家鼓掌。习近平高兴地说，广西这些年发展进步很大，脱贫攻坚任务顺利完成了，630多万人脱贫。我说过，脱贫路上一个也不能少，一个民族都不能少。中国人说话、中国共产党说话、中国共产党的领导说话是算数的。现在全中国56个民族都脱贫了，兑现了我们的庄严承诺。我们还不能停步，接下来要向着第二个百年奋斗目标新征程迈进，一个民族也不能少，加油、努力，再长征！（文字记者：张晓松、朱基钗）












(责编：王欲然                     )"
2,32089675,http://jhsjk.people.cn/article/32089675,考察,习近平考察装备制造业，强调只有创新才能自强,44313,新华社微博,,"

习近平考察装备制造业，强调只有创新才能自强

来源：新华社微博        ??发布时间：2021-04-27


26日下午，正在广西考察调研的习近平总书记来到广西柳工集团有限公司，了解企业生产经营和研发攻关等情况。习近平指出，高质量发展是“十四五”时期我国经济发展的必由之路，装备制造业高质量发展更是重中之重。他强调，高质量发展，创新很重要，只有创新才能自强、才能争先，在自主创新的道路上要坚定不移、再接再厉、更上层楼。（文字记者：张晓松、朱基钗；摄影记者：鞠鹏、谢环驰）














(责编：王欲然                     )"
3,32089676,http://jhsjk.people.cn/article/32089676,考察,习近平：希望民营企业放心大胆发展,44313,新华社微博,,"

习近平：希望民营企业放心大胆发展

来源：新华社微博        ??发布时间：2021-04-27


26日下午，在广西考察调研的习近平总书记来到柳州螺蛳粉生产集聚区。习近平指出，小米粉大产业，做到这么大很不容易。我们鼓励民营企业发展，党和国家在民营企业遇到困难的时候给予支持、遇到困惑的时候给予指导，就是希望民营企业放心大胆发展。（文字记者：张晓松、朱基钗；摄影记者：鞠鹏、殷博古）








(责编：王欲然                     )"
4,32089677,http://jhsjk.people.cn/article/32089677,考察,习近平：一定要呵护好桂林山水,44313,新华社微博,,"

习近平：一定要呵护好桂林山水

来源：新华社微博        ??发布时间：2021-04-27


26日下午，习近平总书记来到桂林市象鼻山公园考察调研，并同游客亲切交谈。他指出，桂林山水甲天下，天生丽质，绿水青山，是大自然赐予中华民族的一块宝地，一定要呵护好。要坚持以人民为中心，提高服务质量，提升格调品位，努力打造世界级旅游城市、宜居城市。（文字记者：张晓松、朱基钗；摄影记者：鞠鹏、申宏）






(责编：王欲然                     )"
5,32089674,http://jhsjk.people.cn/article/32089674,考察,习近平在南宁考察调研,44313,新华社微博,,"

习近平在南宁考察调研

来源：新华社微博        ??发布时间：2021-04-27


27日上午，正在广西南宁考察调研的习近平总书记，来到广西民族博物馆，参观壮族文化展，观看三月三“歌圩节”壮族对歌等民族文化活动展示，了解促进民族团结进步和民族文化保护传承等情况。（文字记者：张晓松、朱基钗；摄影记者：鞠鹏、谢环驰、申宏）














(责编：王欲然                     )"
6,32088385,http://jhsjk.people.cn/article/32088385,考察,习近平谈漓江流域综合治理：千万不要破坏生态环境,44312,新华社微博,,"

习近平谈漓江流域综合治理：千万不要破坏生态环境

来源：新华社微博        ??发布时间：2021-04-26


25日下午，正在广西考察调研的习近平总书记，来到桂林市阳朔县漓江杨堤码头，听取漓江流域综合治理、生态保护等情况汇报。当地负责同志告诉总书记，近年来桂林市大力推进漓江“治乱、治水、治山、治本”，全面清理整治采石场、非法采砂等。习近平指出，最糟糕的就是采石。毁掉一座山就永远少了这样一座山。全中国、全世界就这么个宝贝，千万不要破坏。再滥采乱挖不仅要问责，还要依法追究刑事责任。（记者：张晓松、朱基钗 摄影： 鞠鹏、谢环驰、申宏、殷博古）












(责编：任佳晖                     )"
7,32088364,http://jhsjk.people.cn/article/32088364,考察,习近平谈湘江战役：中国革命成功的奥秘就是靠理想信念,44312,新华社微博,,"

习近平谈湘江战役：中国革命成功的奥秘就是靠理想信念

来源：新华社微博        ??发布时间：2021-04-26


25日上午，正在广西考察调研的习近平总书记，来到位于桂林市全州县才湾镇的红军长征湘江战役纪念园，向湘江战役红军烈士敬献花篮，并参观红军长征湘江战役纪念馆。他指出，湘江战役是红军长征的壮烈一战，是决定中国革命生死存亡的重要历史事件。红军将士视死如归、向死而生、一往无前，靠的是理想信念。为什么中国革命能成功？奥秘就是革命理想高于天，在最困难的时候坚持下去，这样才能不断取得奇迹般的胜利。我们对实现下一个百年奋斗目标、实现中华民族伟大复兴就应该抱有这样的必胜信念。困难再大，想想红军长征，想想湘江血战。（记者：张晓松、朱基钗 摄影： 鞠鹏、谢环驰、申宏、殷博古）














(责编：任佳晖                     )"
8,32087697,http://jhsjk.people.cn/article/32087697,考察,习近平赴广西考察调研,44311,新华社微博,,"

习近平赴广西考察调研

来源：新华社微博        ??发布时间：2021-04-25


　　25日上午，习近平总书记来到位于广西桂林全州县才湾镇的红军长征湘江战役纪念园，向湘江战役红军烈士敬献花篮，参观红军长征湘江战役纪念馆，缅怀革命先烈、赓续共产党人精神血脉。随后，习近平来到才湾镇毛竹山村，考察推进乡村振兴、基层治理等情况。当天下午，习近平在漓江阳朔段实地了解漓江流域综合治理、生态保护等情况。（记者：张晓松、朱基钗）




























(责编：王欲然                     )"
9,32087683,http://jhsjk.people.cn/article/32087683,考察,习近平赴广西考察调研,44311,新华社微博,,"

习近平赴广西考察调研

来源：新华社微博        ??发布时间：2021-04-25


25日上午，习近平总书记来到位于广西桂林全州县才湾镇的红军长征湘江战役纪念园，向湘江战役红军烈士敬献花篮，参观红军长征湘江战役纪念馆，缅怀革命先烈、赓续共产党人精神血脉。随后，习近平来到才湾镇毛竹山村，考察推进乡村振兴、基层治理等情况。当天下午，习近平在漓江阳朔段实地了解漓江流域综合治理、生态保护等情况。（记者：张晓松、朱基钗）


(责编：宋美琪                     )"
