,id,url,kind,title,date,origin,content
0,32097061,http://jhsjk.people.cn/article/32097061,国外最新讲话,习近平同刚果（金）总统齐塞克迪通电话,44323,新华网,"

习近平同刚果（金）总统齐塞克迪通电话

来源：新华网        ??发布时间：2021-05-07


新华社北京5月7日电 国家主席习近平5月7日同刚果（金）总统齐塞克迪通电话。

习近平指出，刚果（金）是中国在非洲的重要合作伙伴，相互支持、相互信任是两国优良传统。中方始终从战略高度和长远角度看待和发展中刚关系，支持刚方维护国家独立、主权、安全、发展利益，愿同刚方加强政治交往和治国理政交流。刚方加入共建“一带一路”倡议，为中刚合作搭建了新平台、开辟了新前景。中方愿同刚方共同规划下一步合作，加强经贸、基础设施、医疗卫生、农业、文化等领域务实合作，推动中刚关系迈上新台阶。

习近平强调，在双方共同努力下，中非传统友谊和政治互信持续深化，贸易投资等领域合作势头强劲，国际事务协作更加紧密。加强同非洲国家团结合作始终是中方坚定的战略选择。中方支持刚果（金）履职非盟轮值主席，愿同刚方加强沟通和协调，开好新一届中非合作论坛会议，深化中非在自由贸易区建设、公共卫生、和平安全、气候变化等领域合作，共同开创中非全面战略合作伙伴关系新局面。中方支持非洲落实联合国2030年可持续发展议程，推动国际社会形成支持非洲发展的合力。

齐塞克迪表示，我谨代表刚果（金）和非盟对中国共产党成立100周年表示热烈祝贺。刚中友谊深厚，刚方坚持奉行一个中国政策，坚定致力于刚中友好，成为中方在非洲重要合作伙伴。刚方愿同中方密切交往，深化经贸、资源、基础设施等领域合作。感谢中方为非洲国家抗击新冠肺炎疫情提供物资、疫苗等援助，非方希望同中方就抗击疫情、恢复经济、环境保护、自由贸易区建设等领域加强合作，推动非中关系和非中合作论坛取得新发展。


(责编：梁秋坪                     )"
1,32096122,http://jhsjk.people.cn/article/32096122,国外最新讲话,习近平同土库曼斯坦总统别尔德穆哈梅多夫通电话,44322,新华网,"

习近平同土库曼斯坦总统别尔德穆哈梅多夫通电话

来源：新华网        ??发布时间：2021-05-06


新华社北京5月6日电 国家主席习近平5月6日晚同土库曼斯坦总统别尔德穆哈梅多夫通电话。

习近平指出，中土建交以来，两国关系创造了多项“第一”，是成色十足的战略伙伴。中土合作凝聚了两国领导人和两国人民的心血和智慧，值得双方倍加珍惜。今年是中国共产党成立100周年，也是土库曼斯坦独立30周年，明年还将迎来两国建交30周年。双方要抓住机遇，全面扩大合作，赋予两国合作新的生机活力，推动中土战略伙伴关系迈上新台阶，为两国发展振兴提供强大助力。

习近平强调，天然气合作是中土关系互利共赢的鲜明体现。中方从战略高度和长远角度看待中土关系，愿同土方着眼长远、面向未来，加强天然气等能源合作，同时大力拓展其他领域合作，进口更多土库曼斯坦的优质产品，优化两国贸易结构，深化互联互通合作，拓展数字、航空航天等领域合作。中方愿同土方分享中国大市场带来的机遇，实现两国共同发展繁荣。

习近平指出，中土两国在抗击新冠肺炎疫情方面和衷共济、共克时艰，为全球抗疫作出了重要贡献。当前，全球疫情形势仍不容乐观，疫苗是抵御疫情的有效屏障。中方愿继续同土方开展抗疫特别是疫苗合作，共同维护人民生命安全和身体健康，推动构建人类卫生健康共同体。

别尔德穆哈梅多夫表示，当前土中关系全方位深入发展。土方感谢中方支持土方奉行永久中立政策，赞赏中方为维护世界和平、安全、稳定以及促进各国共同发展繁荣所作积极努力。土方高度重视并珍惜同中方的深厚友谊，愿本着高度信任的精神，同中方继续相互支持，进一步挖掘潜力，加强天然气、经贸、跨境运输、医疗卫生等领域务实合作，深化人文交流。感谢中方为土方抗击新冠肺炎疫情给予宝贵帮助，希望同中方加强抗疫合作。


(责编：梁秋坪                     )"
2,32096044,http://jhsjk.people.cn/article/32096044,国外最新讲话,习近平同圣马力诺执政官就中圣建交50周年互致贺电,44322,新华网,"

习近平同圣马力诺执政官就中圣建交50周年互致贺电

来源：新华网        ??发布时间：2021-05-06


新华社北京5月6日电 5月6日，国家主席习近平同圣马力诺执政官文图里尼和尼科利尼就中圣建交50周年互致贺电。

习近平在贺电中指出，半个世纪以来，中圣关系顺利发展，树立了不同制度、不同文化国家相互尊重、平等互利的典范。我愿同执政官先生一道努力，以两国建交50周年为契机，深化双边和国际合作，让中圣友好代代相传。

文图里尼和尼科利尼在贺电中表示，圣中建交以来，两国人民心心相印、紧密合作，双方始终以诚相待，为双边关系发展奠定了坚实基础。我们相信，建交周年纪念将为两国关系和各领域合作发展带来新的机遇。


(责编：吴兆飞                     )"
3,32094170,http://jhsjk.people.cn/article/32094170,国外最新讲话,习近平就以色列发生严重踩踏事故向以色列总统瑞夫林致慰问电,44319,人民网－人民日报,"
 
习近平就以色列发生严重踩踏事故向以色列总统瑞夫林致慰问电

来源：人民网－人民日报        ??发布时间：2021-05-03


　　新华社北京5月2日电??5月1日，国家主席习近平就以色列发生严重踩踏事故，造成重大人员伤亡向以色列总统瑞夫林致慰问电，代表中国政府和中国人民，对遇难者表示深切的哀悼，向遇难者家属和伤者致以诚挚的慰问。


　　《 人民日报 》（ 2021年05月03日 01 版）


(责编：刘圆圆                     )"
4,32092540,http://jhsjk.people.cn/article/32092540,国外最新讲话,习近平同乌兹别克斯坦总统米尔济约耶夫通电话,44316,人民网－人民日报,"
 
习近平同乌兹别克斯坦总统米尔济约耶夫通电话

来源：人民网－人民日报        ??发布时间：2021-04-30


新华社北京4月29日电??国家主席习近平4月29日同乌兹别克斯坦总统米尔济约耶夫通电话。

习近平指出，去年以来，中乌关系经受住新冠肺炎疫情考验，双方在涉及彼此核心利益的问题上相互支持，在国际和地区事务中密切协作，有效维护了两国共同利益。今年是中国共产党成立100周年，也是乌兹别克斯坦独立30周年。站在新的历史起点上，中方愿同乌方一道，继往开来，推动中乌全面战略伙伴关系不断向前发展，共谋发展振兴，造福两国人民。

习近平强调，中方愿同乌方以明年庆祝两国建交30周年为契机，全面提升中乌合作规模、质量、水平，加强共建“一带一路”倡议和“新乌兹别克斯坦”规划对接，推进互联互通，深化贸易投资合作，扩大教育、文化、旅游、地方、体育等领域合作，继续加强疫苗合作。中方愿同乌方分享减贫经验，探讨建立减贫合作机制。双方应加强执法、安全、防务领域合作，共同维护地区安全稳定。

米尔济约耶夫表示，我对中国共产党即将迎来百年华诞表示热烈祝贺。在习近平总书记英明领导下，中国经济社会发展取得显著成就，打赢了脱贫攻坚战。我完全赞同习近平总书记关于国际社会应该团结应对新冠肺炎疫情以及国与国必须相互尊重、平等相待等重要论述。乌方将中方作为最重要、最可信赖的战略合作伙伴，坚定奉行一个中国原则，愿学习借鉴中方减贫经验，积极共建“一带一路”，持续深化经贸、互联互通、安全等领域合作。乌方全力支持中方办好北京冬奥会、冬残奥会，愿同中方继续加强在上海合作组织等地区事务中协作。

《 人民日报 》（ 2021年04月30日 01 版）


(责编：任一林                     )"
5,32092541,http://jhsjk.people.cn/article/32092541,国外最新讲话,习近平同匈牙利总理欧尔班通电话,44316,人民网－人民日报,"
 
习近平同匈牙利总理欧尔班通电话

来源：人民网－人民日报        ??发布时间：2021-04-30


新华社北京4月29日电??国家主席习近平4月29日同匈牙利总理欧尔班通电话。

习近平指出，新冠肺炎疫情发生以来，中匈两国和两国人民相互支持，在疫情防控、复工复产等方面开展良好合作，取得重要成果，特别是就疫苗开展了紧密合作，体现出高水平政治互信，中匈关系更具韧性和活力。中方坚定履行将疫苗作为全球公共产品的承诺，愿继续同匈方加强疫苗合作。

习近平强调，中方高度赞赏匈方坚定奉行对华友好政策，为推动中国与中东欧国家合作、维护中欧关系大局作出重要贡献。中方愿继续同匈方密切战略沟通，巩固政治互信，以匈塞铁路等重大合作项目为引领，深化各领域务实合作，共同应对各种风险和挑战，推动中匈全面战略伙伴关系不断得到新发展，更好造福两国人民。前不久举行的中国—中东欧国家领导人峰会为合作机制发展作出重要规划和引领。中方愿同匈方及其他参与方一道，开拓创新，推动中国—中东欧国家合作持续向前发展。

欧尔班表示，匈中两国就抗击新冠肺炎疫情特别是疫苗开展了密切合作，中方向匈方提供了及时宝贵支持，为匈方控制疫情发挥了重要作用，匈方对此深表感谢，希望继续同中方深化疫苗合作。匈方高度重视对华关系，对两国贸易克服疫情影响实现逆势增长感到高兴，欢迎更多中方企业来匈投资合作，将提供良好营商环境。匈方愿同中方积极推进匈塞铁路建设，将继续为促进中东欧国家同中国合作发挥积极作用。

《 人民日报 》（ 2021年04月30日 01 版）


(责编：任一林                     )"
6,32091258,http://jhsjk.people.cn/article/32091258,国外最新讲话,习近平向乍得军事过渡委员会主席穆罕默德致唁电,44315,人民网－人民日报,"
就乍得总统代比逝世 
习近平向乍得军事过渡委员会主席穆罕默德致唁电

来源：人民网－人民日报        ??发布时间：2021-04-29


新华社北京4月28日电??国家主席习近平28日就乍得总统代比逝世向乍得军事过渡委员会主席穆罕默德致唁电，代表中国政府和中国人民并以个人的名义表示深切的哀悼，向乍得政府和人民以及代比总统亲属致以诚挚的慰问。

习近平指出，代比总统带领乍得人民维护国家主权安全和领土完整，促进国家经济社会发展，努力维护地区和平和稳定。他生前重视发展对华关系，积极推进两国各领域交流合作，为促进中乍友好合作关系发展作出重要贡献。我高度重视中乍人民友好，中方愿同乍方一道，推进两国关系不断向前发展，造福两国和两国人民。

《 人民日报 》（ 2021年04月29日 01 版）


(责编：任一林                     )"
7,32087927,http://jhsjk.people.cn/article/32087927,国外最新讲话,习近平同老挝党中央总书记、国家主席通伦互致贺电,44312,人民网－人民日报,"
 就中老建交60周年 
习近平同老挝党中央总书记、国家主席通伦互致贺电
李克强同老挝政府总理潘坎互致贺电
来源：人民网－人民日报        ??发布时间：2021-04-26


新华社北京4月25日电 4月25日，中共中央总书记、国家主席习近平同老挝人民革命党中央总书记、国家主席通伦就中老建交60周年互致贺电。

习近平在贺电中指出，中老是社会主义友好邻邦和牢不可破的命运共同体。建交60年来，中老始终心意相通、真诚相交，坚持弘扬和践行和平共处五项原则，给两国人民带来了实实在在的福祉，树立了国家间交往的典范，为推动构建人类命运共同体作出了积极贡献。新冠肺炎疫情发生后，中老同舟共济、携手抗疫，生动诠释了患难与共、守望相助的命运共同体精神。

习近平强调，我高度重视中老关系发展，愿同总书记同志一道努力，以落实构建中老命运共同体行动计划为主线，密切高层往来，加强战略沟通，深化务实合作，推动中老命运共同体建设在下一个60年不断迈上新台阶，使两国人民永做好邻居、好朋友、好同志、好伙伴。

通伦在贺电中表示，热烈祝贺以习近平同志为核心的中共中央在推进新时代中国特色社会主义事业中取得的伟大成就，衷心感谢中方为老方抗击疫情、推动经济社会发展提供的宝贵援助和大力支持。老中关系正处于历史最好时期，老方愿同中方深化全面战略合作，扩大各领域友好交往，推动老中命运共同体建设持续发展。

同日，国务院总理李克强同老挝政府总理潘坎也互致贺电。李克强在贺电中说，站在新的历史起点，中方愿同老方巩固政治互信，推进互利共赢合作，办好建交和中老友好年庆祝活动，不断丰富中老命运共同体内涵，为两国全面战略合作注入强大动力。潘坎在贺电中说，老方始终珍视老中友好关系，愿同中方弘扬优良传统，深化务实合作，推动老中命运共同体建设走深走实。

《 人民日报 》（ 2021年04月26日 01 版）


(责编：梁冠群                     )"
8,32085681,http://jhsjk.people.cn/article/32085681,国外最新讲话,共同构建人与自然生命共同体,44309,人民网－人民日报,"
 
共同构建人与自然生命共同体
——在“领导人气候峰会”上的讲话
（2021年4月22日，北京）
来源：人民网－人民日报        ??发布时间：2021-04-23


尊敬的拜登总统，

尊敬的各位同事：

很高兴在“世界地球日”到来之际出席领导人气候峰会，感谢拜登总统的邀请。借此机会，我愿同大家就气候变化问题深入交换意见，共商应对气候变化挑战之策，共谋人与自然和谐共生之道。

人类进入工业文明时代以来，在创造巨大物质财富的同时，也加速了对自然资源的攫取，打破了地球生态系统平衡，人与自然深层次矛盾日益显现。近年来，气候变化、生物多样性丧失、荒漠化加剧、极端气候事件频发，给人类生存和发展带来严峻挑战。新冠肺炎疫情持续蔓延，使各国经济社会发展雪上加霜。面对全球环境治理前所未有的困难，国际社会要以前所未有的雄心和行动，勇于担当，勠力同心，共同构建人与自然生命共同体。

——坚持人与自然和谐共生。“万物各得其和以生，各得其养以成。”大自然是包括人在内一切生物的摇篮，是人类赖以生存发展的基本条件。大自然孕育抚养了人类，人类应该以自然为根，尊重自然、顺应自然、保护自然。不尊重自然，违背自然规律，只会遭到自然报复。自然遭到系统性破坏，人类生存发展就成了无源之水、无本之木。我们要像保护眼睛一样保护自然和生态环境，推动形成人与自然和谐共生新格局。

——坚持绿色发展。绿水青山就是金山银山。保护生态环境就是保护生产力，改善生态环境就是发展生产力，这是朴素的真理。我们要摒弃损害甚至破坏生态环境的发展模式，摒弃以牺牲环境换取一时发展的短视做法。要顺应当代科技革命和产业变革大方向，抓住绿色转型带来的巨大发展机遇，以创新为驱动，大力推进经济、能源、产业结构转型升级，让良好生态环境成为全球经济社会可持续发展的支撑。

——坚持系统治理。山水林田湖草沙是不可分割的生态系统。保护生态环境，不能头痛医头、脚痛医脚。我们要按照生态系统的内在规律，统筹考虑自然生态各要素，从而达到增强生态系统循环能力、维护生态平衡的目标。

——坚持以人为本。生态环境关系各国人民的福祉，我们必须充分考虑各国人民对美好生活的向往、对优良环境的期待、对子孙后代的责任，探索保护环境和发展经济、创造就业、消除贫困的协同增效，在绿色转型过程中努力实现社会公平正义，增加各国人民获得感、幸福感、安全感。

——坚持多边主义。我们要坚持以国际法为基础、以公平正义为要旨、以有效行动为导向，维护以联合国为核心的国际体系，遵循《联合国气候变化框架公约》及其《巴黎协定》的目标和原则，努力落实2030年可持续发展议程；强化自身行动，深化伙伴关系，提升合作水平，在实现全球碳中和新征程中互学互鉴、互利共赢。要携手合作，不要相互指责；要持之以恒，不要朝令夕改；要重信守诺，不要言而无信。

中方欢迎美方重返多边气候治理进程。中美刚刚共同发布了《应对气候危机联合声明》，中方期待同包括美方在内的国际社会一道，共同为推进全球环境治理而努力。

——坚持共同但有区别的责任原则。共同但有区别的责任原则是全球气候治理的基石。发展中国家面临抗击疫情、发展经济、应对气候变化等多重挑战。我们要充分肯定发展中国家应对气候变化所作贡献，照顾其特殊困难和关切。发达国家应该展现更大雄心和行动，同时切实帮助发展中国家提高应对气候变化的能力和韧性，为发展中国家提供资金、技术、能力建设等方面支持，避免设置绿色贸易壁垒，帮助他们加速绿色低碳转型。

各位同事！

中华文明历来崇尚天人合一、道法自然，追求人与自然和谐共生。中国将生态文明理念和生态文明建设写入《中华人民共和国宪法》，纳入中国特色社会主义总体布局。中国以生态文明思想为指导，贯彻新发展理念，以经济社会发展全面绿色转型为引领，以能源绿色低碳发展为关键，坚持走生态优先、绿色低碳的发展道路。

去年，我正式宣布中国将力争2030年前实现碳达峰、2060年前实现碳中和。这是中国基于推动构建人类命运共同体的责任担当和实现可持续发展的内在要求作出的重大战略决策。中国承诺实现从碳达峰到碳中和的时间，远远短于发达国家所用时间，需要中方付出艰苦努力。中国将碳达峰、碳中和纳入生态文明建设整体布局，正在制定碳达峰行动计划，广泛深入开展碳达峰行动，支持有条件的地方和重点行业、重点企业率先达峰。中国将严控煤电项目，“十四五”时期严控煤炭消费增长、“十五五”时期逐步减少。此外，中国已决定接受《〈蒙特利尔议定书〉基加利修正案》，加强非二氧化碳温室气体管控，还将启动全国碳市场上线交易。

作为全球生态文明建设的参与者、贡献者、引领者，中国坚定践行多边主义，努力推动构建公平合理、合作共赢的全球环境治理体系。中方将在今年10月承办《生物多样性公约》第十五次缔约方大会，同各方一道推动全球生物多样性治理迈上新台阶，支持《联合国气候变化框架公约》第二十六次缔约方会议取得积极成果。中方秉持“授人以渔”理念，通过多种形式的南南务实合作，尽己所能帮助发展中国家提高应对气候变化能力。从非洲的气候遥感卫星，到东南亚的低碳示范区，再到小岛国的节能灯，中国应对气候变化南南合作成果看得见、摸得着、有实效。中方还将生态文明领域合作作为共建“一带一路”重点内容，发起了系列绿色行动倡议，采取绿色基建、绿色能源、绿色交通、绿色金融等一系列举措，持续造福参与共建“一带一路”的各国人民。

各位同事！

“众力并，则万钧不足举也。”气候变化带给人类的挑战是现实的、严峻的、长远的。但是，我坚信，只要心往一处想、劲往一处使，同舟共济、守望相助，人类必将能够应对好全球气候环境挑战，把一个清洁美丽的世界留给子孙后代。

谢谢大家。

（新华社北京4月22日电）

《 人民日报 》（ 2021年04月23日 02 版）


(责编：任一林                     )"
9,32085672,http://jhsjk.people.cn/article/32085672,国外最新讲话,习近平出席领导人气候峰会并发表重要讲话,44309,人民网－人民日报,"
 
习近平出席领导人气候峰会并发表重要讲话
强调要坚持绿色发展，坚持多边主义，坚持共同但有区别的责任原则，共同构建人与自然生命共同体
来源：人民网－人民日报        ??发布时间：2021-04-23










　　4月22日晚，应美国总统拜登邀请，国家主席习近平在北京以视频方式出席领导人气候峰会，并发表题为《共同构建人与自然生命共同体》的重要讲话。
　　新华社记者 黄敬文摄













　　4月22日晚，应美国总统拜登邀请，国家主席习近平在北京以视频方式出席领导人气候峰会，并发表题为《共同构建人与自然生命共同体》的重要讲话。
　　新华社记者 李 响摄





　　■气候变化给人类生存和发展带来严峻挑战。面对全球环境治理前所未有的困难，国际社会要以前所未有的雄心和行动，共商应对气候变化挑战之策，共谋人与自然和谐共生之道，勇于担当，勠力同心，共同构建人与自然生命共同体

　　■一是坚持人与自然和谐共生。二是坚持绿色发展。三是坚持系统治理。四是坚持以人为本。五是坚持多边主义。六是坚持共同但有区别的责任原则

　　■中国将生态文明理念和生态文明建设纳入中国特色社会主义总体布局，坚持走生态优先、绿色低碳的发展道路。中方宣布力争2030年前实现碳达峰、2060年前实现碳中和，是基于推动构建人类命运共同体和实现可持续发展作出的重大战略决策，需要中方付出艰苦努力。中国正在制定碳达峰行动计划，广泛深入开展碳达峰行动，支持有条件的地方和重点行业、重点企业率先达峰。中国将严控煤电项目，“十四五”时期严控煤炭消费增长、“十五五”时期逐步减少

　　■作为全球生态文明建设的参与者、贡献者、引领者，中国坚定践行多边主义，努力推动构建公平合理、合作共赢的全球环境治理体系

　　■气候变化带给人类的挑战是现实的、严峻的、长远的。我坚信，只要心往一处想、劲往一处使，人类必将能够应对好全球气候环境挑战，把一个清洁美丽的世界留给子孙后代

　　

　　新华社北京4月22日电??应美国总统拜登邀请，国家主席习近平22日晚在北京以视频方式出席领导人气候峰会，并发表题为《共同构建人与自然生命共同体》的重要讲话。

　　习近平指出，气候变化给人类生存和发展带来严峻挑战。面对全球环境治理前所未有的困难，国际社会要以前所未有的雄心和行动，共商应对气候变化挑战之策，共谋人与自然和谐共生之道，勇于担当，勠力同心，共同构建人与自然生命共同体。

　　一是坚持人与自然和谐共生。人类应该以自然为根，尊重自然、顺应自然、保护自然。要像保护眼睛一样保护自然和生态环境，推动形成人与自然和谐共生新格局。

　　二是坚持绿色发展。保护生态环境就是保护生产力，改善生态环境就是发展生产力。要摒弃损害甚至破坏生态环境的发展模式，摒弃以牺牲环境换取一时发展的短视做法。大力推进经济、能源、产业结构转型升级，让良好生态环境成为全球经济社会可持续发展的支撑。

　　三是坚持系统治理。山水林田湖草沙是不可分割的生态系统。要按照生态系统的内在规律，统筹考虑自然生态各要素，从而达到增强生态系统循环能力、维护生态平衡的目标。

　　四是坚持以人为本。要探索保护环境和发展经济、创造就业、消除贫困的协同增效，在绿色转型过程中努力实现社会公平正义，增加各国人民获得感、幸福感、安全感。

　　五是坚持多边主义。要坚持以国际法为基础、以公平正义为要旨、以有效行动为导向，维护以联合国为核心的国际体系，遵循《联合国气候变化框架公约》及其《巴黎协定》的目标和原则。中方欢迎美方重返多边气候治理进程，期待同包括美方在内的国际社会一道，共同为推进全球环境治理而努力。

　　六是坚持共同但有区别的责任原则。要充分肯定发展中国家应对气候变化所作贡献，照顾其特殊困难和关切。发达国家应该展现更大雄心和行动，同时切实为发展中国家提供资金、技术、能力建设等方面支持。

　　习近平强调，中国将生态文明理念和生态文明建设纳入中国特色社会主义总体布局，坚持走生态优先、绿色低碳的发展道路。中方宣布力争2030年前实现碳达峰、2060年前实现碳中和，是基于推动构建人类命运共同体和实现可持续发展作出的重大战略决策，需要中方付出艰苦努力。中国正在制定碳达峰行动计划，广泛深入开展碳达峰行动，支持有条件的地方和重点行业、重点企业率先达峰。中国将严控煤电项目，“十四五”时期严控煤炭消费增长、“十五五”时期逐步减少。

　　习近平指出，作为全球生态文明建设的参与者、贡献者、引领者，中国坚定践行多边主义，努力推动构建公平合理、合作共赢的全球环境治理体系。中方将在今年10月承办《生物多样性公约》第十五次缔约方大会，同各方一道推动全球生物多样性治理迈上新台阶。中方通过多种形式的南南务实合作，帮助发展中国家提高应对气候变化能力。中方还将生态文明领域合作作为共建“一带一路”重点内容，持续造福参与共建“一带一路”的各国人民。

　　习近平指出，气候变化带给人类的挑战是现实的、严峻的、长远的。我坚信，只要心往一处想、劲往一处使，人类必将能够应对好全球气候环境挑战，把一个清洁美丽的世界留给子孙后代。

　　与会领导人表示，气候变化是国际社会共同面临的严峻挑战，需要全球合力应对。应该迅速采取行动，进一步加大减排力度，加强技术创新，大力发展清洁能源，创造更多就业机会和更大增长空间，实现绿色、更可持续发展，保护好人类共同的星球，使人与自然和谐共生，造福子孙后代。支持昆明《生物多样性公约》第十五次缔约方大会取得成功。要更加关注脆弱国家和群体，发达国家要为发展中国家提供更多资金和技术支持，帮助他们应对和适应气候变化。

　　丁薛祥、杨洁篪、王毅、何立峰等参加。


　　《 人民日报 》（ 2021年04月23日 01 版）


(责编：任一林                     )"
